Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,BP,Comm,Graph
GO_Biological_Process_2018,"mRNA splicing, via spliceosome (GO:0000398)",18/261,8.91E-06,0.000238218,0,0,3.627566807,42.18220784,RBM15;RNF113A;SNW1;LSM6;SART3;PCBP1;MAGOH;DHX15;SNRPG;STRAP;SNRNP27;SNRPE;SNRPA1;POLR2H;SMNDC1;BCAS2;POLR2K;RBM22,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)",7/37,9.17E-06,0.000241247,0,0,11.23965517,130.3695583,RFC5;RFC4;PAPD7;RPA1;RPA2;ERCC5;GTF2H2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,translational elongation (GO:0006414),11/105,1.11E-05,0.00028844,0,0,5.674367524,64.71129976,MRPS17;MRPL20;MRPL3;TSFM;MRPL18;MRPS22;MRPS33;MRPL17;MRPL15;MRPL46;MRPL22,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,snRNA transcription from RNA polymerase II promoter (GO:0042795),9/70,1.34E-05,0.000329855,0,0,7.130904074,80.02818195,SNAPC5;ZNF143;CDK7;GTF2B;TAF11;POLR2H;TAF5;GTF2E2;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,snRNA transcription (GO:0009301),9/70,1.34E-05,0.000329855,0,0,7.130904074,80.02818195,SNAPC5;ZNF143;CDK7;GTF2B;TAF11;POLR2H;TAF5;GTF2E2;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,non-canonical Wnt signaling pathway (GO:0035567),12/127,1.30E-05,0.000329855,0,0,5.066984712,57.01207411,PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;PSMD14;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"nucleotide-excision repair, DNA incision (GO:0033683)",7/40,1.58E-05,0.000382792,0,0,10.21630094,112.9781976,RFC5;RFC4;PAPD7;RPA1;RPA2;ERCC5;GTF2H2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,negative regulation of Wnt signaling pathway (GO:0030178),14/174,1.61E-05,0.000384995,0,0,4.260307018,47.02460106,PSMD14;SIAH2;JADE1;PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,proteolysis involved in cellular protein catabolic process (GO:0051603),10/93,2.22E-05,0.000523785,0,0,5.830966546,62.4798363,PSMA5;PSMB6;PSMB7;PSMA4;PSMB5;PSMA1;CTSL;PSMA2;NGLY1;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,protein deubiquitination (GO:0016579),17/257,2.70E-05,0.000617654,0,0,3.460637626,36.41055193,ENY2;PSMD14;SIAH2;AKR1B1;PSMA5;PSMB6;POLB;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;COPS5;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,antigen receptor-mediated signaling pathway (GO:0050851),17/257,2.70E-05,0.000617654,0,0,3.460637626,36.41055193,EIF2B5;STOML2;PSMD14;BTN2A2;BTN2A1;UBE2D2;PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,regulation of primary metabolic process (GO:0080090),12/139,3.22E-05,0.000728154,0,0,4.585386926,47.42470005,PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;PSMD14;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,DNA repair (GO:0006281),18/288,3.34E-05,0.000740135,0,0,3.260253165,33.60161113,RFC5;EXD2;DCLRE1A;FEN1;RFC4;PARP2;RPA1;RNF8;RPA2;GTF2H2;PARK7;APTX;PALB2;POLB;RAD50;PAPD7;TRIP13;CENPS,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,protein deneddylation (GO:0000338),4/10,3.41E-05,0.000740135,0,0,31.91687042,328.3033585,COPS4;COPS3;COPS5;COPS2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",16/236,3.44E-05,0.000740135,0,0,3.547881841,36.46432774,RBM15;SNW1;LSM6;SART3;PCBP1;MAGOH;DHX15;SNRPG;SNRNP27;SNRPE;SNRPA1;POLR2H;SMNDC1;BCAS2;POLR2K;RBM22,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,positive regulation of Wnt signaling pathway (GO:0030177),12/140,3.46E-05,0.000740135,0,0,4.5493298,46.72819479,PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;PSMD14;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,double-strand break repair (GO:0006302),12/141,3.71E-05,0.00078372,0,0,4.5138317,46.04551197,DCLRE1A;EXD2;FEN1;RAD50;PSMD14;PAPD7;RNF8;RPA1;RPA2;TRIP13;PALB2;APTX,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)",7/46,4.06E-05,0.000835908,0,0,8.641909814,87.37436314,NDUFA8;NDUFB6;NDUFB4;NDUFB3;NDUFAB1;NDUFS3;NDUFAF1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,maturation of SSU-rRNA (GO:0030490),7/46,4.06E-05,0.000835908,0,0,8.641909814,87.37436314,EMG1;LSM6;WDR3;BMS1;NGDN;RIOK2;UTP18,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,error-prone translesion synthesis (GO:0042276),5/20,4.40E-05,0.000893099,0,0,15.99019608,160.4075866,RFC5;RFC4;PAPD7;RPA1;RPA2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,NADH dehydrogenase complex assembly (GO:0010257),8/64,4.98E-05,0.000973268,0,0,6.889241623,68.26127898,NDUFA8;NDUFB6;NDUFB4;NDUFAF4;NDUFB3;NDUFAB1;NDUFS3;NDUFAF1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,mitochondrial respiratory chain complex I biogenesis (GO:0097031),8/64,4.98E-05,0.000973268,0,0,6.889241623,68.26127898,NDUFA8;NDUFB6;NDUFB4;NDUFAF4;NDUFB3;NDUFAB1;NDUFS3;NDUFAF1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,mitochondrial respiratory chain complex I assembly (GO:0032981),8/64,4.98E-05,0.000973268,0,0,6.889241623,68.26127898,NDUFA8;NDUFB6;NDUFB4;NDUFAF4;NDUFB3;NDUFAB1;NDUFS3;NDUFAF1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,post-translational protein modification (GO:0043687),20/357,5.84E-05,0.001128729,0,0,2.906954795,28.33722193,PSMD14;RNF7;RABGGTB;PSMA5;PSMB6;COPS4;PSMB7;COPS3;PSMD6;PSMD7;PSMA4;PSMB5;COPS5;PSMA1;PSMA2;PSME3;COPS2;PSMB1;UBA3;ATG5,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,regulation of G2/M transition of mitotic cell cycle (GO:0010389),12/149,6.38E-05,0.001218,0,0,4.248502831,41.04047122,PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;PSMD14;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,cellular response to interleukin-1 (GO:0071347),12/150,6.81E-05,0.001284402,0,0,4.217499729,40.46719085,PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;PSMD14;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,tRNA 5'-leader removal (GO:0001682),4/12,7.78E-05,0.001450728,0,0,23.93520782,226.4653249,POP5;POP7;RPP30;RPP40,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,transcription from RNA polymerase II promoter (GO:0006366),24/485,7.88E-05,0.001452497,0,0,2.559675234,24.18590835,ZNF143;PCID2;GTF2B;TAF11;AKR1B1;DDX21;GTF2H2;MED4;GTF2E2;MED17;SNAPC5;CDK7;COPS5;SNW1;COPS2;MAGOH;SNRPG;TBPL1;SNRPE;POLR2H;TRIP13;TAF5;TARDBP;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"nucleotide-excision repair, DNA gap filling (GO:0006297)",5/23,9.07E-05,0.001653476,0,0,13.32312092,124.0088689,RFC5;RFC4;PAPD7;RPA1;RPA2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,Fc-epsilon receptor signaling pathway (GO:0038095),13/182,0.000109576,0.001974828,0,0,3.734230769,34.05205237,PSMD14;UBE2D2;PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,Fc receptor signaling pathway (GO:0038093),13/183,0.000115791,0.002063645,0,0,3.712073529,33.64522249,PSMD14;UBE2D2;PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,transcription initiation from RNA polymerase II promoter (GO:0006367),12/160,0.000126385,0.002227703,0,0,3.930511559,35.28098179,CDK7;SNW1;GTF2B;TAF11;AKR1B1;POLR2H;GTF2H2;TAF5;MED4;GTF2E2;POLR2K;MED17,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,proteasomal protein catabolic process (GO:0010498),15/237,0.000130004,0.002266596,0,0,3.287552628,29.41683506,RNF34;PSMD14;PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;CDC23;PSMA4;PSMB5;PSMA1;RNF139;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"DNA-templated transcription, initiation (GO:0006352)",13/186,0.000136295,0.002350715,0,0,3.647138728,32.46205938,GTF2B;TAF11;AKR1B1;TFB2M;GTF2H2;MED4;GTF2E2;MED17;CDK7;SNW1;POLR2H;TAF5;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,regulation of canonical Wnt signaling pathway (GO:0060828),14/213,0.000146021,0.002491677,0,0,3.418495989,30.1913375,PSMD14;SIAH2;JADE1;PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,transcription elongation from RNA polymerase II promoter (GO:0006368),9/95,0.000153479,0.002591373,0,0,5.051490905,44.36192227,PCID2;CDK7;GTF2B;TAF11;POLR2H;GTF2H2;TAF5;GTF2E2;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,tRNA methylation (GO:0030488),5/26,0.000168522,0.002815715,0,0,11.41806723,99.20526649,TRMT112;THUMPD2;LCMT2;MTO1;TRMT61B,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,mitochondrial respiratory chain complex assembly (GO:0033108),9/97,0.000180045,0.002977238,0,0,4.936177993,42.5612275,NDUFA8;NDUFB6;NDUFAF4;NDUFB4;COX17;NDUFB3;NDUFAB1;NDUFS3;NDUFAF1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,tRNA modification (GO:0006400),7/58,0.000184617,0.003021694,0,0,6.604462475,56.78005691,TRMT112;YRDC;THUMPD2;LCMT2;MTO1;SEPHS2;TRMT61B,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,cellular response to tumor necrosis factor (GO:0071356),13/194,0.000206914,0.003352422,0,0,3.484502762,29.55976256,PSMD14;PSMA5;PSMB6;PSMB7;PSMD6;PSMD7;PSMA4;PSMB5;KARS;PSMA1;PSMA2;PSME3;PSMB1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,nucleic acid metabolic process (GO:0090304),8/80,0.000244597,0.003905502,0,0,5.353909465,44.52255937,EXD2;FEN1;RAD50;WTAP;PCBP1;LSM1;POLR2H;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,cellular macromolecule biosynthetic process (GO:0034645),19/367,0.00024592,0.003905502,0,0,2.666002976,22.15582892,MRPS17;RFC5;TSFM;FEN1;GTF3C3;RFC4;MRPL18;MRPS33;RPA1;AKR1B1;RPA2;HARS2;ORC4;MRPL3;RAD50;COPS5;NHP2;POLR2H;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,tRNA processing (GO:0008033),7/62,0.000281359,0.004424513,0,0,6.122884013,50.05995345,POP5;POP7;KARS;RPP30;RPP40;ADAT1;LCMT2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"nucleotide-excision repair, preincision complex assembly (GO:0006294)",5/29,0.000289137,0.004459384,0,0,9.989276961,81.39871631,CDK7;RPA1;RPA2;ERCC5;GTF2H2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,coenzyme biosynthetic process (GO:0009108),5/29,0.000289137,0.004459384,0,0,9.989276961,81.39871631,SPR;PPCS;TPK1;PTS;COASY,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,DNA metabolic process (GO:0006259),17/314,0.000308575,0.004713853,0,0,2.788235894,22.53883064,RFC5;EXD2;FEN1;RFC4;PARP2;RPA1;RPA2;PARK7;GLRX2;PALB2;POLB;ORC4;RAD50;TATDN2;RNASEH1;PAPD7;CENPS,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,mitochondrial ATP synthesis coupled electron transport (GO:0042775),8/85,0.000371344,0.005619212,0,0,5.004970338,39.53116049,NDUFA8;NDUFB6;NDUFB4;NDUFB3;NDUFAB1;NDUFS3;PMPCB;NDUFAF1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,DNA synthesis involved in DNA repair (GO:0000731),7/65,0.000377749,0.00566271,0,0,5.80529132,45.7531242,RFC5;RAD50;RFC4;PAPD7;RPA1;RPA2;PALB2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,cofactor biosynthetic process (GO:0051188),5/31,0.000399901,0.005939264,0,0,9.219928356,72.13943588,NFU1;PPCS;FAM96B;CIAPIN1;COASY,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"DNA-templated transcription, elongation (GO:0006354)",9/108,0.000403971,0.005944676,0,0,4.385238524,34.2669872,PCID2;CDK7;GTF2B;TAF11;POLR2H;GTF2H2;TAF5;GTF2E2;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,ribonucleoprotein complex assembly (GO:0022618),11/156,0.000407961,0.005948819,0,0,3.668931206,28.63357899,MRPL20;SHQ1;SNW1;SART3;PRPF18;MTERF3;SNRPG;STRAP;SNRPE;RPF1;RBM22,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,tRNA metabolic process (GO:0006399),4/18,0.000435826,0.00629788,0,0,13.67307021,105.8058782,POP7;KARS;RPP30;ADAT1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,cellular macromolecule catabolic process (GO:0044265),6/48,0.000440659,0.006310867,0,0,6.86030186,53.01119331,TATDN2;RNASEH1;SIAH2;NGLY1;PPP1R8;UBE2G1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,rRNA pseudouridine synthesis (GO:0031118),3/8,0.000453166,0.006432545,0,0,28.65658537,220.6343005,GAR1;NHP2;NOP10,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,error-free translesion synthesis (GO:0070987),4/19,0.000543098,0.007641488,0,0,12.7608802,95.93910886,RFC5;RFC4;RPA1;RPA2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,RNA metabolic process (GO:0016070),12/191,0.00064164,0.008949484,0,0,3.244625866,23.85281226,RNASEH1;WTAP;DDX47;PARP2;PCBP1;PPP1R8;SNRPG;LSM1;DHX15;DDX21;POLR2H;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,recombinational repair (GO:0000725),7/71,0.000649164,0.008976378,0,0,5.259428879,38.60328476,EXD2;FEN1;RAD50;PSMD14;RPA1;RPA2;PALB2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,telomere maintenance via telomerase (GO:0007004),4/20,0.000667877,0.009156192,0,0,11.96271394,87.46426812,RAD50;GAR1;NHP2;NOP10,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,respiratory electron transport chain (GO:0022904),8/94,0.000731467,0.009942986,0,0,4.479127189,32.34135445,NDUFA8;NDUFB6;NDUFB4;NDUFB3;NDUFAB1;NDUFS3;PMPCB;NDUFAF1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,mitochondrial calcium ion transmembrane transport (GO:0006851),4/21,0.00081167,0.010759662,0,0,11.25844959,80.11981494,STOML2;PMPCB;PHB;MAIP1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,RNA-dependent DNA biosynthetic process (GO:0006278),4/21,0.00081167,0.010759662,0,0,11.25844959,80.11981494,RAD50;GAR1;NHP2;NOP10,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"nucleotide-excision repair, preincision complex stabilization (GO:0006293)",4/21,0.00081167,0.010759662,0,0,11.25844959,80.11981494,RPA1;RPA2;ERCC5;GTF2H2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,spliceosomal snRNP assembly (GO:0000387),5/37,0.000926915,0.012186647,0,0,7.488893995,52.29980838,SART3;SNRPG;STRAP;SNRPE;RBM22,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"RNA phosphodiester bond hydrolysis, endonucleolytic (GO:0090502)",3/10,0.000941602,0.0122791,0,0,20.46689895,142.6118793,POP7;RNASEH1;RPP30,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)",4/22,0.000975995,0.012540268,0,0,10.63243684,73.70461447,RPA1;RPA2;ERCC5;GTF2H2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,double-strand break repair via homologous recombination (GO:0000724),7/76,0.000977265,0.012540268,0,0,4.877061469,33.80170578,EXD2;FEN1;RAD50;PSMD14;RPA1;RPA2;PALB2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,"nucleotide-excision repair, DNA damage recognition (GO:0000715)",4/23,0.001162371,0.014797168,0,0,10.07232016,68.06162225,COPS4;COPS3;COPS5;COPS2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,positive regulation of viral transcription (GO:0050434),5/41,0.001489571,0.018813167,0,0,6.655433007,43.32199022,SNW1;GTF2B;TAF11;POLR2H;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,translesion synthesis (GO:0019985),5/42,0.001662615,0.020814583,0,0,6.475225225,41.4373202,RFC5;RFC4;PAPD7;RPA1;RPA2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,regulation of rRNA processing (GO:2000232),3/12,0.001673991,0.020814583,0,0,15.91707317,101.7506032,TRMT112;SHQ1;RIOK2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,ribosomal large subunit biogenesis (GO:0042273),6/63,0.001882517,0.023227359,0,0,5.051079788,31.69626204,MRPL20;GTF3A;NHP2;WDR12;RPL26L1;RPF1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,transcription from RNA polymerase III promoter (GO:0006383),4/27,0.002158615,0.025838942,0,0,8.318911449,51.06387869,ZNF143;GTF3C3;GTF3A;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,modulation by host of viral transcription (GO:0043921),4/27,0.002158615,0.025838942,0,0,8.318911449,51.06387869,SNW1;GTF2B;TAF11;TARDBP,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143),4/27,0.002158615,0.025838942,0,0,8.318911449,51.06387869,UBA5;TRIM68;UFSP2;PARK7,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,telomere maintenance via telomere lengthening (GO:0010833),4/27,0.002158615,0.025838942,0,0,8.318911449,51.06387869,RAD50;GAR1;NHP2;NOP10,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,negative regulation of apoptotic signaling pathway (GO:2001234),6/65,0.002210993,0.026269875,0,0,4.879357015,29.83391811,PSME3;SIAH2;NDUFS3;AKR1B1;PARK7;TRIAP1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,RNA processing (GO:0006396),11/193,0.00231663,0.027322609,0,0,2.917486742,17.70226409,PRPF18;LSM6;MTERF3;DDX47;MAGOH;DHX15;SNRPG;LSM1;SNRPA1;TARDBP;BCAS2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,RNA phosphodiester bond hydrolysis (GO:0090501),4/28,0.002477822,0.028800193,0,0,7.971882641,47.83428757,POP7;RNASEH1;RPP30;NHP2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,transcription elongation from RNA polymerase I promoter (GO:0006362),4/28,0.002477822,0.028800193,0,0,7.971882641,47.83428757,CDK7;POLR2H;GTF2H2;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,modification-dependent protein catabolic process (GO:0019941),9/141,0.002669445,0.030555471,0,0,3.283359586,19.45681012,COPS3;CDC23;AREL1;RNF34;PSMD14;UBE2D2;RNF8;UBE2G1;TRIM32,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,cellular protein complex disassembly (GO:0043624),3/14,0.002685986,0.030555471,0,0,13.02172949,77.0848289,TRMT112;MTRF1;ABCE1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,metallo-sulfur cluster assembly (GO:0031163),3/14,0.002685986,0.030555471,0,0,13.02172949,77.0848289,NFU1;FAM96B;CIAPIN1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,postreplication repair (GO:0006301),5/47,0.002756214,0.031133568,0,0,5.702906162,33.61234386,RFC5;RFC4;PAPD7;RPA1;RPA2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,interstrand cross-link repair (GO:0036297),5/48,0.003025465,0.033700319,0,0,5.56999544,32.30981936,DCLRE1A;RNF8;RPA1;RPA2;CENPS,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,protein K48-linked ubiquitination (GO:0070936),5/48,0.003025465,0.033700319,0,0,5.56999544,32.30981936,RNF34;UBE2D2;UBE2E3;RNF8;UBE2G1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,glutathione metabolic process (GO:0006749),5/49,0.003313188,0.03615206,0,0,5.443126114,31.07940392,GGCT;GSTO1;PARK7;GLRX2;EEF1E1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,pseudouridine synthesis (GO:0001522),3/15,0.003306436,0.03615206,0,0,11.93597561,68.17691146,GAR1;NHP2;NOP10,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,positive regulation of telomerase RNA localization to Cajal body (GO:1904874),3/15,0.003306436,0.03615206,0,0,11.93597561,68.17691146,SHQ1;NHP2;NOP10,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,DNA replication (GO:0006260),8/120,0.003478877,0.037703508,0,0,3.434744268,19.4442441,POLB;RFC5;ORC4;FEN1;RAD50;RFC4;RPA1;RPA2,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,termination of RNA polymerase I transcription (GO:0006363),4/31,0.003627015,0.039045178,0,0,7.085031242,39.81323747,CDK7;POLR2H;GTF2H2;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,7-methylguanosine mRNA capping (GO:0006370),4/32,0.00407859,0.043324892,0,0,6.831645127,37.58773801,CDK7;POLR2H;GTF2H2;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,7-methylguanosine RNA capping (GO:0009452),4/32,0.00407859,0.043324892,0,0,6.831645127,37.58773801,CDK7;POLR2H;GTF2H2;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay (GO:0043928),4/33,0.004566674,0.047564582,0,0,6.595733918,35.54421256,CNOT6;LSM6;EXOSC8;LSM1,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,transcription initiation from RNA polymerase I promoter (GO:0006361),4/33,0.004566674,0.047564582,0,0,6.595733918,35.54421256,CDK7;POLR2H;GTF2H2;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,transcription from RNA polymerase I promoter (GO:0006360),4/33,0.004566674,0.047564582,0,0,6.595733918,35.54421256,CDK7;POLR2H;GTF2H2;POLR2K,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,positive regulation by host of viral transcription (GO:0043923),3/17,0.004792605,0.049277814,0,0,10.22979094,54.6340512,SNW1;GTF2B;TAF11,GO_Biological_Process_2018,c2,PD
GO_Biological_Process_2018,maturation of 5.8S rRNA (GO:0000460),3/17,0.004792605,0.049277814,0,0,10.22979094,54.6340512,WDR12;RPF1;MPHOSPH6,GO_Biological_Process_2018,c2,PD
KEGG_2019_Human,Proteasome,12/45,7.97E-11,1.31E-08,0,0,17.73203355,412.3170077,PSMB6;PSMA5;PSMB7;PSMD6;PSMD7;PSMB5;PSMA4;PSMD14;PSMA1;PSMA2;PSME3;PSMB1,KEGG_2019_Human,c2,PD
KEGG_2019_Human,Ribosome biogenesis in eukaryotes,15/101,2.43E-09,1.99E-07,0,0,8.54607339,169.5293082,POP5;POP7;RPP30;WDR3;RPP40;AK6;REXO2;GNL2;UTP18;EMG1;BMS1;NHP2;GAR1;RIOK2;NOP10,KEGG_2019_Human,c2,PD
KEGG_2019_Human,Spliceosome,13/134,4.24E-06,0.000231948,0,0,5.228471074,64.67751038,LSM6;SNW1;PRPF18;PCBP1;MAGOH;SNRPG;DHX15;SNRNP27;SNRPE;SNRPA1;SMNDC1;BCAS2;RBM22,KEGG_2019_Human,c2,PD
KEGG_2019_Human,Basal transcription factors,7/45,3.51E-05,0.001438292,0,0,8.869782214,90.98508043,CDK7;GTF2B;TAF11;TBPL1;GTF2H2;TAF5;GTF2E2,KEGG_2019_Human,c2,PD
KEGG_2019_Human,Nucleotide excision repair,7/47,4.69E-05,0.001539058,0,0,8.425431034,83.97638071,RFC5;CDK7;RFC4;RPA1;RPA2;ERCC5;GTF2H2,KEGG_2019_Human,c2,PD
KEGG_2019_Human,DNA replication,6/36,8.62E-05,0.002355153,0,0,9.61031941,89.94544546,RFC5;FEN1;RNASEH1;RFC4;RPA1;RPA2,KEGG_2019_Human,c2,PD
KEGG_2019_Human,Parkinson disease,11/142,0.000180689,0.00423328,0,0,4.063955034,35.02614941,NDUFA8;NDUFB6;NDUFB4;NDUFB3;NDUFAB1;NDUFS3;VDAC2;COX7A2;UBE2G1;PARK7;ATP5F1C,KEGG_2019_Human,c2,PD
KEGG_2019_Human,Huntington disease,12/193,0.000703473,0.014421194,0,0,3.208442981,23.29163168,NDUFA8;NDUFB6;NDUFB4;NDUFAB1;NDUFB3;NDUFS3;TBPL1;VDAC2;COX7A2;POLR2H;ATP5F1C;POLR2K,KEGG_2019_Human,c2,PD
